AccessionID,JournalID,JIF
PMC10056417,"2077-0383,",2.9
PMC10289485,"2049-0801,",1.6
PMC8947345,"2075-4418,",3.3
PMC10473408,"1178-7074,",2.0
PMC9025489,"2075-4418,",3.3
PMC9561852,"2198-3844,",14.1
PMC10963064,"0168-6445,1574-6976,",12.3
PMC10570093,"2190-5991,2190-6009,",9.1
PMC9464104,"1687-9627,1687-9635,",0.7
PMC8837084,"2077-0383,",2.9
PMC8871179,"2075-4418,",3.3
PMC9431448,"2572-9241,",14.6
PMC10342248,"2077-0383,",2.9
PMC10362754,"1752-1947,",0.8
PMC9158325,"2296-858X,",3.0
PMC9446426,"0269-2163,1477-030X,",3.9
PMC10448121,"2050-0904,",0.6
PMC9334231,"0918-2918,1349-7235,",1.1
PMC10501118,"0013-936X,1520-5851,",11.3
PMC9760505,"0269-2163,1477-030X,",3.9
PMC9409634,"2077-0383,",2.9
PMC9804296,"0906-6713,1600-0757,",15.7
PMC9354240,"0002-7863,1520-5126,",15.7
PMC9426742,"0009-7330,1524-4571,",16.2
PMC8878775,"0025-7974,1536-5964,",1.4
PMC8948554,"2198-3844,",14.1
PMC8865372,"2296-858X,",3.0
PMC9995271,"0028-0836,1476-4687,",48.5
PMC9351873,"0025-7974,1536-5964,",1.4
PMC10804309,"2075-4418,",3.3
PMC10463668,"1477-3155,",12.6
PMC9871402,"2050-0904,",0.6
PMC10419897,"2077-0383,",2.9
PMC10357587,"0001-4842,1520-4898,",17.7
PMC10094783,"2077-0383,",2.9
PMC9805217,"1354-1013,1365-2486,",12.1
PMC10275872,"2041-1723,",15.7
PMC9864055,"2077-0383,",2.9
PMC10453114,"2075-4418,",3.3
PMC9274742,"1838-7640,",13.3
PMC10505018,"1178-7074,",2.0
PMC9653470,"2041-1723,",15.7
PMC9669928,"2665-9913,",16.4
PMC10774746,"2666-0873,",13.4
PMC10137950,"2075-4418,",3.3
PMC10190174,"1941-5923,",0.7
PMC9110262,"1011-8934,1598-6357,",2.3
PMC9145946,"2077-0383,",2.9
PMC10329206,"2574-3805,",9.7
PMC9935996,"2095-5138,2053-714X,",17.1
PMC10541686,"2731-4553,",2.6
PMC10744274,"2077-0383,",2.9
PMC9110406,"2041-1723,",15.7
PMC9529654,"2000-9666,",0.6
PMC8992416,"1610-3653,1610-3661,",20.4
PMC9454005,"2044-6055,",2.3
PMC8984786,"2574-3805,",9.7
PMC10318018,"2041-1723,",15.7
PMC9689776,"2075-4418,",3.3
PMC10299693,"2077-0383,",2.9
PMC9617564,"1177-889X,",2.0
PMC9427123,"1941-5923,",0.7
PMC10178016,"2075-4418,",3.3
PMC9631932,"2296-858X,",3.0
PMC10166790,"2589-5370,",10.0
PMC8891939,"2324-7096,",0.8
PMC9811326,"2090-1232,2090-1224,",13.0
PMC10455777,"2077-0383,",2.9
PMC10758399,"2296-858X,",3.0
PMC10617852,"2049-0801,",1.6
PMC9136610,"2211-3835,2211-3843,",14.6
PMC9289497,"2049-0801,",1.6
PMC9914651,"2075-4418,",3.3
PMC9530651,"0008-5472,1538-7445,",16.6
PMC10558558,"2041-1723,",15.7
PMC9436946,"2041-1723,",15.7
PMC10062313,"2050-0904,",0.6
PMC10484934,"2041-1723,",15.7
PMC9646568,"0025-7974,1536-5964,",1.4
PMC9143343,"2077-0383,",2.9
PMC10342705,"2077-0383,",2.9
PMC10980470,"0025-7974,1536-5964,",1.4
PMC9435531,"0820-3946,1488-2329,",12.2
PMC10008453,"2044-6055,",2.3
PMC10543861,"1752-1947,",0.8
PMC8826923,"2433-328X,2433-3298,",1.8
PMC10683662,"1178-7074,",2.0
PMC8900030,"2044-6055,",2.3
PMC9825546,"0006-8950,1460-2156,",11.7
PMC10473401,"1178-7074,",2.0
PMC8863890,"2041-1723,",15.7
PMC10660811,"2398-8835,",2.1
PMC9141232,"2075-4418,",3.3
PMC9791386,"2044-6055,",2.3
PMC10489483,"0025-7974,1536-5964,",1.4
PMC10364161,"2044-6055,",2.3
PMC8871316,"2075-4418,",3.3
PMC9227015,"1010-660X,1648-9144,",2.4
PMC9534982,"2198-3844,",14.1
PMC10101304,"0025-7974,1536-5964,",1.4
PMC9184679,"2041-1723,",15.7
PMC10650419,"2077-0383,",2.9
PMC8891877,"2324-7096,",0.8
PMC10614169,"2041-1723,",15.7
PMC10805005,"2214-109X,",18.0
PMC8899575,"1838-7640,",13.3
PMC9623033,"1011-8934,1598-6357,",2.3
PMC9961403,"1010-660X,1648-9144,",2.4
PMC10146118,"1010-660X,1648-9144,",2.4
PMC10570020,"0305-1048,1362-4962,",13.1
PMC10308819,"0013-936X,1520-5851,",11.3
PMC9643283,"2211-3835,2211-3843,",14.6
PMC9144037,"2213-2317,",11.9
PMC10558534,"2041-1723,",15.7
PMC9462546,"1178-7074,",2.0
PMC9917917,"2077-0383,",2.9
PMC9719655,"1477-3155,",12.6
PMC9768797,"0269-2821,1573-7462,",13.9
PMC10643454,"2044-5385,",11.6
PMC9750558,"0025-7974,1536-5964,",1.4
PMC10477596,"2296-858X,",3.0
PMC9586968,"2041-1723,",15.7
PMC9532686,"1682-024X,1681-715X,",1.7
PMC10177987,"2075-4418,",3.3
PMC9388665,"2041-1723,",15.7
PMC10471523,"0195-668X,1522-9645,",35.7
PMC9613975,"2041-1723,",15.7
PMC9122599,"0305-1048,1362-4962,",13.1
PMC8864410,"1178-7074,",2.0
PMC9622601,"0025-7974,1536-5964,",1.4
PMC10661541,"2666-6758,",25.7
PMC10431328,"0366-6999,2542-5641,",7.3
PMC10288244,"2198-3844,",14.1
PMC10129124,"2049-0801,",1.6
PMC10174417,"0025-7974,1536-5964,",1.4
PMC10772256,"2589-5370,",10.0
PMC9804918,"1553-5592,1553-5606,",2.3
PMC10030481,"2044-6055,",2.3
PMC8837032,"2077-0383,",2.9
PMC10151100,"0820-3946,1488-2329,",12.2
PMC9810717,"2041-1723,",15.7
PMC9250499,"2041-1723,",15.7
PMC10219430,"2077-0383,",2.9
PMC10711001,"2044-5385,",11.6
PMC9206359,"1021-7770,1423-0127,",12.1
PMC9280396,"2574-3805,",9.7
PMC9917399,"2077-0383,",2.9
PMC9896553,"0002-7863,1520-5126,",15.7
PMC9253539,"2296-858X,",3.0
PMC9647075,"0903-1936,1399-3003,",21.2
PMC10853699,"2198-3844,",14.1
PMC9857560,"2574-3805,",9.7
PMC10381110,"2077-0383,",2.9
PMC10619061,"2044-6055,",2.3
PMC10420306,"2077-0383,",2.9
PMC10176776,"1741-7015,",8.3
PMC9161604,"2046-4053,",3.9
PMC9430790,"2572-9241,",14.6
PMC10611769,"2041-1723,",15.7
PMC9911790,"2041-1723,",15.7
PMC9256694,"2041-1723,",15.7
PMC10627644,"0025-7974,1536-5964,",1.4
PMC10366981,"1735-1995,1735-7136,",1.5
PMC9168805,"0140-6736,1474-547X,",88.5
PMC10083856,"2044-6055,",2.3
PMC10611716,"2041-1723,",15.7
PMC10163520,"2044-6055,",2.3
PMC9313506,"2198-3844,",14.1
PMC9426674,"2296-858X,",3.0
PMC10543067,"2574-3805,",9.7
PMC9708973,"0884-8734,1525-1497,",4.2
PMC9276444,"0025-7974,1536-5964,",1.4
PMC8896499,"0025-7974,1536-5964,",1.4
PMC9457203,"2077-0383,",2.9
PMC9500012,"2041-1723,",15.7
PMC9873563,"1078-8956,1546-170X,",50.0
PMC9065203,"1838-7640,",13.3
PMC10429973,"2572-9241,",14.6
PMC10453722,"2039-7275,2039-7283,",2.2
PMC9019018,"2398-6352,",15.1
PMC10319794,"2041-1723,",15.7
PMC10607677,"2077-0383,",2.9
PMC9857139,"2689-0186,",11.3
PMC10356854,"2041-1723,",15.7
PMC9646339,"0918-2918,1349-7235,",1.1
PMC9897197,"0006-8950,1460-2156,",11.7
PMC10489124,"2077-0383,",2.9
PMC9670520,"2050-7771,",11.5
PMC9967254,"1010-660X,1648-9144,",2.4
PMC10220307,"2589-5370,",10.0
PMC10266047,"1449-1907,",3.2
PMC10711558,"0305-1048,1362-4962,",13.1
PMC9001708,"2041-1723,",15.7
PMC10010800,"2049-0801,",1.6
PMC9366180,"2211-3835,2211-3843,",14.6
PMC10342995,"2077-0383,",2.9
PMC10576612,"1074-7613,1097-4180,",26.3
PMC9382513,"1680-6905,1729-0503,",0.9
PMC10082401,"2574-3805,",9.7
PMC10230905,"2044-6055,",2.3
PMC9456489,"2077-0383,",2.9
PMC9667853,"1752-1947,",0.8
PMC8933547,"2041-1723,",15.7
PMC10532348,"2077-0383,",2.9
PMC10163288,"2041-1723,",15.7
PMC9646516,"1748-3387,1748-3395,",35.1
PMC10470801,"0025-7974,1536-5964,",1.4
PMC10625529,"2041-1723,",15.7
PMC10425355,"2041-1723,",15.7
PMC10231022,"2399-6641,",1.6
PMC8797528,"0025-7974,1536-5964,",1.4
PMC9874951,"1941-5923,",0.7
PMC10299706,"2077-0383,",2.9
PMC10253826,"2077-0383,",2.9
PMC9608246,"1010-660X,1648-9144,",2.4
PMC10240820,"1838-7640,",13.3
PMC8948530,"2574-3805,",9.7
PMC9521736,"2296-858X,",3.0
PMC8999570,"2077-0383,",2.9
PMC10617273,"2050-3121,",2.1
PMC10429257,"2572-9241,",14.6
PMC8804250,"2296-858X,",3.0
PMC10412628,"2041-1723,",15.7
PMC9160072,"2041-1723,",15.7
PMC10218874,"2077-0383,",2.9
PMC9388023,"0025-7974,1536-5964,",1.4
PMC9477195,"2095-5138,2053-714X,",17.1
PMC9147704,"2077-0383,",2.9
PMC10590000,"1741-7015,",8.3
PMC10710528,"2050-0904,",0.6
PMC10672177,"2077-0383,",2.9
PMC9896207,"2044-6055,",2.3
PMC9787038,"1010-660X,1648-9144,",2.4
PMC10602515,"2198-3844,",14.1
PMC9123176,"2041-1723,",15.7
PMC9276316,"0366-6999,2542-5641,",7.3
PMC9431692,"2572-9241,",14.6
PMC10625632,"2095-9907,2059-3635,",52.7
PMC10204532,"2039-7275,2039-7283,",2.2
PMC10565269,"2044-6055,",2.3
PMC9664151,"2296-858X,",3.0
PMC9700202,"2590-3462,",11.6
PMC9944882,"2076-3271,",4.4
PMC10227689,"1016-3190,2223-8956,",1.6
PMC8831611,"2041-1723,",15.7
PMC10201152,"2050-3121,",2.1
PMC10205308,"2049-0801,",1.6
PMC9293607,"2287-2728,2287-285X,",16.9
PMC9654946,"2077-0383,",2.9
PMC10706931,"2077-0383,",2.9
PMC9692866,"1010-660X,1648-9144,",2.4
PMC10724106,"2311-6706,2150-5551,",36.3
PMC9605579,"2077-0383,",2.9
PMC9726406,"0025-7974,1536-5964,",1.4
PMC10780135,"2077-0383,",2.9
PMC9949845,"0149-2195,1545-861X,",17.3
PMC9945394,"1477-3155,",12.6
PMC10133330,"2041-1723,",15.7
PMC10033905,"2041-1723,",15.7
PMC10186467,"2044-6055,",2.3
PMC9516240,"1838-7640,",13.3
PMC8875987,"1010-660X,1648-9144,",2.4
PMC9475508,"2198-3844,",14.1
PMC9224720,"2077-0383,",2.9
PMC10015169,"1040-4651,1532-298X,",11.6
PMC10272166,"2095-9907,2059-3635,",52.7
PMC9169363,"1838-7640,",13.3
PMC10650661,"2075-4418,",3.3
PMC10731480,"2574-3805,",9.7
PMC8780944,"1010-660X,1648-9144,",2.4
PMC10272187,"2041-1723,",15.7
PMC9827913,"0025-729X,1326-5377,",8.5
PMC9351876,"0025-7974,1536-5964,",1.4
PMC10711601,"2296-858X,",3.0
PMC10871095,"2075-4418,",3.3
PMC10580291,"0092-8674,1097-4172,",42.5
PMC9587480,"2689-0186,",11.3
PMC9783626,"1010-660X,1648-9144,",2.4
PMC9598018,"1741-7015,",8.3
PMC10453217,"2075-4418,",3.3
PMC9156794,"2296-858X,",3.0
PMC10519778,"1011-8934,1598-6357,",2.3
PMC9457092,"2077-0383,",2.9
PMC9142502,"2041-1723,",15.7
PMC10764517,"2296-858X,",3.0
PMC9409991,"2077-0383,",2.9
PMC8999769,"2077-0383,",2.9
PMC9843182,"2044-6055,",2.3
PMC10429798,"2572-9241,",14.6
PMC10720970,"0971-5916,0975-9174,",2.5
PMC10456719,"1010-660X,1648-9144,",2.4
PMC9688948,"2075-4418,",3.3
PMC10179322,"1178-7074,",2.0
PMC10374400,"0013-726X,1438-8812,",12.8
PMC9597392,"2574-3805,",9.7
PMC10385957,"2046-4053,",3.9
PMC9330829,"2077-0383,",2.9
PMC9853212,"2044-6055,",2.3
PMC10018342,"0305-1048,1362-4962,",13.1
PMC9272107,"2044-6055,",2.3
PMC8888615,"2041-1723,",15.7
PMC9589461,"2053-8855,",0.4
PMC9188132,"1476-4598,",33.9
PMC9990916,"1549-1277,1549-1676,",9.9
PMC10287954,"0305-1048,1362-4962,",13.1
PMC9388690,"2041-1723,",15.7
PMC9027004,"2075-4418,",3.3
PMC8954773,"2077-0383,",2.9
PMC9616730,"0896-6273,1097-4199,",15.3
PMC10288490,"2296-858X,",3.0
PMC9362793,"2044-6055,",2.3
PMC9119176,"2399-6641,",1.6
PMC9811058,"2050-0904,",0.6
PMC10765372,"0001-4842,1520-4898,",17.7
PMC9104021,"2077-0383,",2.9
PMC10129270,"2049-0801,",1.6
PMC10552960,"0025-7974,1536-5964,",1.4
PMC10284166,"1178-7074,",2.0
PMC10457480,"2050-0904,",0.6
PMC10690456,"2574-3805,",9.7
PMC9534769,"0028-0836,1476-4687,",48.5
PMC10398811,"1522-8517,1523-5866,",13.4
PMC10167357,"1226-3613,2092-6413,",12.9
PMC8743222,"2666-7762,",13.0
PMC9087290,"2050-3121,",2.1
PMC10672394,"2077-0383,",2.9
PMC9406326,"2075-4418,",3.3
PMC10493446,"1226-3303,2005-6648,",2.4
PMC9350066,"1302-7123,1308-5123,",0.9
PMC10137564,"2075-4418,",3.3
PMC10284245,"2008-7802,2008-8213,",1.5
PMC10442506,"2296-858X,",3.0
PMC9771321,"0366-6999,2542-5641,",7.3
PMC10141468,"1010-660X,1648-9144,",2.4
PMC10552264,"2296-858X,",3.0
PMC10368512,"1368-5031,1742-1241,",2.4
PMC9832905,"1658-3639,1658-7774,",2.1
PMC10161292,"2324-7096,",0.8
PMC10662796,"0025-7974,1536-5964,",1.4
PMC8763403,"1931-3128,1934-6069,",18.7
PMC10476717,"0025-7974,1536-5964,",1.4
PMC10744450,"1010-660X,1648-9144,",2.4
PMC10779541,"2077-0383,",2.9
PMC10123315,"2050-0904,",0.6
PMC9777748,"2075-4418,",3.3
PMC9323372,"1010-660X,1648-9144,",2.4
PMC9291400,"2296-858X,",3.0
PMC10167318,"2056-5968,",12.5
PMC10514640,"2044-6055,",2.3
PMC9386911,"2397-7523,",2.6
PMC10570074,"2190-5991,2190-6009,",9.1
PMC10428966,"2572-9241,",14.6
PMC9478234,"0025-7974,1536-5964,",1.4
PMC9129898,"1099-3460,1468-2869,",4.1
PMC10756003,"0960-1643,1478-5242,",5.2
PMC10626118,"1682-024X,1681-715X,",1.7
PMC10689459,"2041-1723,",15.7
PMC9962607,"1010-660X,1648-9144,",2.4
PMC10023252,"0013-726X,1438-8812,",12.8
PMC9412531,"1010-660X,1648-9144,",2.4
PMC9369109,"2077-0383,",2.9
PMC9490607,"2044-6055,",2.3
PMC8815123,"1748-5908,",13.4
PMC10711550,"0305-1048,1362-4962,",13.1
PMC9600971,"2075-4418,",3.3
PMC9003979,"1752-1947,",0.8
PMC9257683,"2078-6190,2078-6204,",1.4
PMC9267135,"2077-0383,",2.9
PMC10660957,"2044-6055,",2.3
PMC9993284,"1680-6905,1729-0503,",0.9
PMC10415131,"0305-1048,1362-4962,",13.1
PMC9758282,"2049-0801,",1.6
PMC9399463,"2296-858X,",3.0
PMC10377986,"2075-4418,",3.3
PMC9025417,"2075-4418,",3.3
PMC9277368,"2044-6055,",2.3
PMC9276179,"0025-7974,1536-5964,",1.4
PMC10103611,"2296-858X,",3.0
PMC9004728,"1178-7074,",2.0
PMC8999666,"2077-0383,",2.9
PMC10250859,"2041-1723,",15.7
PMC10171569,"2572-9241,",14.6
PMC9329312,"2041-1723,",15.7
PMC10003972,"2077-0383,",2.9
PMC9497938,"2075-4418,",3.3
PMC8844429,"2041-1723,",15.7
PMC9818643,"2075-4418,",3.3
PMC10087939,"1464-7931,1469-185X,",11.7
PMC9430485,"2572-9241,",14.6
PMC10209138,"2589-5370,",10.0
PMC9257130,"2296-858X,",3.0
PMC9800778,"2296-858X,",3.0
PMC10411350,"2296-858X,",3.0
PMC8960643,"2296-858X,",3.0
PMC10238841,"1818-0876,2221-285X,",11.9
PMC10774749,"2666-0873,",13.4
PMC10025253,"2050-0904,",0.6
PMC8748680,"2041-1723,",15.7
PMC10166154,"1674-800X,1674-8018,",12.8
PMC10297483,"2075-4418,",3.3
PMC9259555,"2095-9907,2059-3635,",52.7
PMC10228729,"2296-858X,",3.0
PMC10654398,"2041-1723,",15.7
PMC8957276,"2296-858X,",3.0
PMC9616902,"2041-1723,",15.7
PMC10027832,"2041-1723,",15.7
PMC9345060,"2399-3529,",11.1
PMC10339847,"2146-3123,2146-3131,",3.8
PMC9068781,"2041-1723,",15.7
PMC9784022,"2077-0383,",2.9
PMC10291033,"1040-4651,1532-298X,",11.6
PMC10369230,"2198-3844,",14.1
PMC9646291,"2433-328X,2433-3298,",1.8
PMC8878756,"1010-660X,1648-9144,",2.4
PMC9943676,"0305-1048,1362-4962,",13.1
PMC8739427,"2044-6055,",2.3
PMC10555977,"2050-0904,",0.6
PMC9621691,"2589-5370,",10.0
PMC9832004,"2041-1723,",15.7
PMC10143927,"2077-0383,",2.9
PMC10482597,"1923-4155,1923-4163,",0.9
PMC9777764,"2075-4418,",3.3
PMC9375242,"1477-3155,",12.6
PMC9100680,"0002-7863,1520-5126,",15.7
PMC10179715,"2077-0383,",2.9
PMC10811465,"2198-3844,",14.1
PMC10582605,"2766-8509,2766-2098,",22.5
PMC9368731,"0149-2195,1545-861X,",17.3
PMC10577134,"2095-9907,2059-3635,",52.7
PMC9480587,"1178-7074,",2.0
PMC10129867,"2397-3374,",15.9
PMC10169281,"2433-328X,2433-3298,",1.8
PMC9670861,"0001-4842,1520-4898,",17.7
PMC10676096,"1178-7074,",2.0
PMC9276225,"0025-7974,1536-5964,",1.4
PMC10171738,"2572-9241,",14.6
PMC10030044,"1549-1277,1549-1676,",9.9
PMC9301863,"2731-4553,",2.6
PMC10140859,"2077-0383,",2.9
PMC10545324,"0025-7974,1536-5964,",1.4
PMC10430036,"2572-9241,",14.6
PMC10511404,"2041-1723,",15.7
PMC9878910,"2008-6164,2008-6172,",1.0
PMC10659608,"0025-7974,1536-5964,",1.4
PMC10685871,"1029-2977,1735-3947,1029-2977,",1.0
PMC9900059,"2044-6055,",2.3
PMC9718777,"2041-1723,",15.7
PMC9790323,"1356-1294,1365-2753,",2.1
PMC10428814,"2572-9241,",14.6
PMC9870220,"0732-183X,1527-7755,",43.4
PMC9247778,"1682-024X,1681-715X,",1.7
PMC9758830,"1756-994X,",11.2
PMC10106246,"0366-6999,2542-5641,",7.3
PMC10532376,"2077-0383,",2.9
PMC8878611,"0025-7974,1536-5964,",1.4
PMC9659091,"2077-0383,",2.9
PMC9732874,"0002-7863,1520-5126,",15.7
PMC10154962,"2589-5370,",10.0
PMC10711446,"0305-1048,1362-4962,",13.1
PMC9135762,"2041-1723,",15.7
PMC10350277,"2050-7771,",11.5
PMC9101565,"2077-0383,",2.9
PMC10115830,"2041-1723,",15.7
PMC10012015,"2369-3762,",12.6
PMC9289415,"2049-0801,",1.6
PMC10683179,"1021-7770,1423-0127,",12.1
PMC8940627,"2055-0278,",13.6
PMC9714098,"2731-4553,",2.6
PMC9523975,"1477-3155,",12.6
PMC9981397,"0025-7974,1536-5964,",1.4
PMC10541544,"0253-0716,1735-3688,",1.5
PMC9289324,"2049-0801,",1.6
PMC10455637,"2077-0383,",2.9
PMC9021971,"2053-8855,",0.4
PMC8870889,"2075-4418,",3.3
PMC9958758,"2077-0383,",2.9
PMC8987901,"2574-3805,",9.7
PMC9516080,"2044-6055,",2.3
PMC10598921,"2049-2618,",12.7
PMC9781870,"1010-660X,1648-9144,",2.4
PMC9478279,"0025-7974,1536-5964,",1.4
PMC8836993,"2077-0383,",2.9
PMC9585828,"1752-1947,",0.8
PMC9293392,"2049-0801,",1.6
PMC10120413,"0820-3946,1488-2329,",12.2
PMC9763705,"1011-8934,1598-6357,",2.3
PMC10509679,"0353-9504,1332-8166,",2.3
PMC10643246,"1011-8934,1598-6357,",2.3
PMC10593684,"0884-8734,1525-1497,",4.2
PMC9605135,"2077-0383,",2.9
PMC10680365,"2296-858X,",3.0
PMC10408062,"1741-7015,",8.3
PMC9258771,"1177-889X,",2.0
PMC9534964,"2198-3844,",14.1
PMC10003059,"2077-0383,",2.9
PMC10093735,"2075-4418,",3.3
PMC10433087,"2574-3805,",9.7
PMC10431148,"2572-9241,",14.6
PMC10766564,"2662-8457,",18.3
PMC9922296,"2041-1723,",15.7
PMC9126967,"2041-1723,",15.7
PMC10651321,"0149-2195,1545-861X,",17.3
PMC9239570,"1679-4508,2317-6385,",0.9
PMC9746769,"0366-6999,2542-5641,",7.3
PMC10653092,"0006-4971,1528-0020,",23.1
PMC9864277,"2077-0383,",2.9
PMC9272066,"2050-0904,",0.6
PMC9654009,"2077-0383,",2.9
PMC8813618,"2058-5276,",19.4
PMC10289595,"0025-7974,1536-5964,",1.4
PMC10520689,"2198-3844,",14.1
PMC9457289,"2077-0383,",2.9
PMC9860528,"2574-3805,",9.7
PMC9273140,"2799-8010,",1.4
PMC9677031,"2044-6055,",2.3
PMC10649291,"2077-0383,",2.9
PMC9210085,"2324-7096,",0.8
PMC9636275,"2041-1723,",15.7
PMC10145746,"0025-7974,1536-5964,",1.4
PMC9604902,"2077-0383,",2.9
PMC9126892,"0253-0716,1735-3688,",1.5
PMC10126054,"2041-1723,",15.7
PMC9409740,"2077-0383,",2.9
PMC10003822,"2077-0383,",2.9
PMC10082308,"0025-7974,1536-5964,",1.4
PMC9073414,"2044-6055,",2.3
PMC10615475,"0025-7974,1536-5964,",1.4
PMC9221609,"2075-4418,",3.3
PMC10659678,"0025-7974,1536-5964,",1.4
PMC9726950,"0306-3674,1473-0480,",16.3
PMC8965088,"2452-199X,",20.3
PMC10429570,"2572-9241,",14.6
PMC9221592,"2075-4418,",3.3
PMC9030912,"2369-3762,",12.6
PMC10287932,"0305-1048,1362-4962,",13.1
PMC10299290,"2077-0383,",2.9
PMC10392030,"1674-800X,1674-8018,",12.8
PMC10149671,"2296-858X,",3.0
PMC10336149,"2095-9907,2059-3635,",52.7
PMC10003055,"2077-0383,",2.9
PMC9147861,"2077-0383,",2.9
PMC9955952,"2075-4418,",3.3
PMC8899088,"2296-858X,",3.0
PMC9522592,"0887-6924,1476-5551,",13.4
PMC9272371,"2666-6758,",25.7
PMC10342798,"2077-0383,",2.9
PMC9556318,"1078-8956,1546-170X,",50.0
PMC9604391,"2077-0383,",2.9
PMC10030360,"2590-3462,",11.6
PMC8896486,"0025-7974,1536-5964,",1.4
PMC9422070,"2049-0801,",1.6
PMC9514307,"1552-5260,1552-5279,",11.1
PMC9174205,"2041-1723,",15.7
PMC9267579,"2077-0383,",2.9
PMC10729047,"2044-6055,",2.3
PMC10347802,"2049-2618,",12.7
PMC8891020,"0028-0836,1476-4687,",48.5
PMC10488802,"2077-0383,",2.9
PMC10430206,"2572-9241,",14.6
PMC10503145,"1477-3155,",12.6
PMC10011559,"2041-1723,",15.7
PMC10489297,"0025-7974,1536-5964,",1.4
PMC9088159,"1658-3612,",1.9
PMC10020877,"2574-3805,",9.7
PMC10789906,"2523-1995,",0.7
PMC10431190,"2572-9241,",14.6
PMC10010697,"2691-3321,",1.1
PMC8964711,"2095-5545,2047-7538,",23.4
PMC9534872,"2041-1723,",15.7
PMC9722954,"2296-858X,",3.0
PMC9524967,"0025-7974,1536-5964,",1.4
PMC10173997,"2044-6055,",2.3
PMC9143327,"1010-660X,1648-9144,",2.4
PMC10421752,"1941-5923,",0.7
PMC9110265,"1011-8934,1598-6357,",2.3
PMC9279718,"2211-3835,2211-3843,",14.6
PMC8756263,"2044-6055,",2.3
PMC9247762,"1682-024X,1681-715X,",1.7
PMC8880097,"2077-0383,",2.9
PMC10757292,"1807-5932,1980-5322,",2.4
PMC10780121,"2077-0383,",2.9
PMC10659920,"1011-8934,1598-6357,",2.3
PMC10033444,"0028-0836,1476-4687,",48.5
PMC9489083,"2398-8835,",2.1
PMC9652408,"2041-1723,",15.7
PMC9438728,"0820-3946,1488-2329,",12.2
PMC10217176,"2075-4418,",3.3
PMC9828970,"0820-3946,1488-2329,",12.2
PMC9379477,"2044-6055,",2.3
PMC10412150,"1687-9627,1687-9635,",0.7
PMC9950365,"2041-1723,",15.7
PMC9235295,"0896-6273,1097-4199,",15.3
PMC10453623,"2075-4418,",3.3
PMC10277577,"2666-6758,",25.7
PMC9431450,"2572-9241,",14.6
PMC9287350,"2041-1723,",15.7
PMC9159161,"1368-5031,1742-1241,",2.4
PMC10050969,"2398-8835,",2.1
PMC9411570,"2049-0801,",1.6
PMC10300122,"2041-1723,",15.7
PMC8975814,"2041-1723,",15.7
PMC9372593,"2049-0801,",1.6
PMC9799005,"1392-0138,2029-4174,",0.5
PMC9276272,"0366-6999,2542-5641,",7.3
PMC9957768,"1658-3612,",1.9
PMC9639106,"2044-6055,",2.3
PMC9871955,"1674-800X,1674-8018,",12.8
PMC10106226,"0366-6999,2542-5641,",7.3
PMC9592529,"0025-7974,1536-5964,",1.4
PMC10475498,"2398-8835,",2.1
PMC9171667,"0513-5796,1976-2437,",2.8
PMC10253121,"2075-4418,",3.3
PMC9525584,"2041-1723,",15.7
PMC9273334,"2095-5138,2053-714X,",17.1
PMC10243182,"1469-493X,1361-6137,",9.4
PMC9658797,"2077-0383,",2.9
PMC10009757,"2542-5196,",21.6
PMC9917416,"2077-0383,",2.9
PMC10232535,"2041-1723,",15.7
PMC10711816,"2044-6055,",2.3
PMC10687402,"2296-858X,",3.0
PMC9271315,"1178-7074,",2.0
PMC10252735,"2075-4418,",3.3
PMC9475519,"2198-3844,",14.1
PMC9131609,"2198-3844,",14.1
PMC10660441,"2044-6055,",2.3
PMC10685841,"1029-2977,1735-3947,1029-2977,",1.0
PMC10104640,"2198-3844,",14.1
PMC10433511,"0013-936X,1520-5851,",11.3
PMC9157270,"2574-3805,",9.7
PMC9955421,"2075-4418,",3.3
PMC9436722,"2046-4053,",3.9
PMC10383232,"1010-660X,1648-9144,",2.4
PMC9429227,"2572-9241,",14.6
PMC9547325,"2689-0186,",11.3
PMC10465271,"0918-2918,1349-7235,",1.1
PMC10206199,"2214-109X,",18.0
PMC10546131,"2044-6055,",2.3
PMC8877358,"2077-0383,",2.9
PMC8946914,"2075-4418,",3.3
PMC10448238,"2050-0904,",0.6
PMC8869273,"1658-631X,2321-4856,",1.5
PMC9751726,"0918-2918,1349-7235,",1.1
PMC10272544,"2296-858X,",3.0
PMC8758014,"0025-7974,1536-5964,",1.4
PMC9821054,"2077-0383,",2.9
PMC9348207,"2008-6164,2008-6172,",1.0
PMC10530295,"2053-8855,",0.4
PMC9672109,"2041-1723,",15.7
PMC9712435,"2041-1723,",15.7
PMC10111904,"2044-6055,",2.3
PMC9796074,"0270-9139,1527-3350,",16.8
PMC9936988,"0270-9139,1527-3350,",16.8
PMC9600444,"2075-4418,",3.3
PMC9486345,"2044-6055,",2.3
PMC10682246,"2050-0904,",0.6
PMC10600241,"2041-1723,",15.7
PMC9010478,"2041-1723,",15.7
PMC10468327,"2452-199X,",20.3
PMC9556890,"2296-858X,",3.0
PMC9243032,"2041-1723,",15.7
PMC9996819,"0013-936X,1520-5851,",11.3
PMC10415374,"2041-1723,",15.7
PMC9991912,"1097-6256,1546-1726,",20.0
PMC9197762,"1061-4036,1546-1718,",29.0
PMC9960679,"2077-0383,",2.9
